fund_name,vintage_year,capital_committed,capital_contributed,capital_distributed,nav,tvpi,net_irr,source,reporting_period,scraped_date
"HealthCare Royalty Partners III, L.P.",2013,65000000.0,64628606.0,30880281.0,43418269.0,1.15,0.109,Florida SBA,2020-Q2,2025-02-19
"IFM Global Infrastructure Fund, L.P.",2008,300000000.0,300000000.0,0.0,538627643.0,1.8,0.11,Florida SBA,2020-Q2,2025-02-19
"ILS Property & Casualty Fund II, L.P.",2018,57375000.0,56237152.0,11679649.0,16177110.0,0.5,-0.471,Florida SBA,2020-Q2,2025-02-19
"Jackson Timberland Opportunities, LLC",2012,200000000.0,197641289.0,61411679.0,195698587.0,1.3,0.049,Florida SBA,2020-Q2,2025-02-19
KLCP ERISA Fund E2 (US) LP,2019,200000000.0,41065354.0,15224800.0,27899091.0,1.05,,Florida SBA,2020-Q2,2025-02-19
"Lake Jackson, L.P.",2017,100000000.0,70000000.0,68000000.0,14577875.0,1.18,,Florida SBA,2020-Q2,2025-02-19
LCM Credit Opportunities III,2016,150000000.0,92503548.0,19441038.0,89985782.0,1.18,0.069,Florida SBA,2020-Q2,2025-02-19
LCM Partners COPS 4 (USD) SLP,2020,200000000.0,3100457.0,0.0,2939109.0,0.95,,Florida SBA,2020-Q2,2025-02-19
LCM Partners SOLO Va LP,2020,50000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
"Levine Leichtman Capital Partners V, L.P.",2012,200000000.0,216269074.0,139424728.0,181344171.0,1.48,0.121,Florida SBA,2020-Q2,2025-02-19
"Levine Leichtman Capital Partners VI, L.P.",2016,200000000.0,114398505.0,52937409.0,65288994.0,1.03,0.027,Florida SBA,2020-Q2,2025-02-19
Marathon European Credit Opportunities Fund II,2014,100000000.0,75207473.0,87265222.0,21824352.0,1.45,0.089,Florida SBA,2020-Q2,2025-02-19
MCP Private Capital Fund III,2016,94672315.0,59506322.0,10726241.0,53221121.0,1.07,0.059,Florida SBA,2020-Q2,2025-02-19
MCP Private Capital Fund IV SCSp,2019,216649515.0,12349216.0,0.0,12698434.0,1.03,,Florida SBA,2020-Q2,2025-02-19
"Mill Road Capital III, L.P.",2018,150000000.0,76806740.0,5178522.0,95016657.0,1.3,0.985,Florida SBA,2020-Q2,2025-02-19
Miravast ILS Credit Opportunities LP,2017,150000000.0,71674131.0,0.0,74523347.0,1.04,,Florida SBA,2020-Q2,2025-02-19
"Morgan Stanley Real Estate Mezzanine Fund, L.P.",2007,44745608.0,44745608.0,19531937.0,,0.44,-0.258,Florida SBA,2020-Q2,2025-02-19
"NovaQuest Pharma Opportunities Fund V, L.P.",2016,125000000.0,43542658.0,1283542.0,45392408.0,1.07,,Florida SBA,2020-Q2,2025-02-19
"Oaktree Opportunities Fund VIII, L.P.",2009,100000000.0,100000000.0,142025917.0,2334900.0,1.44,0.09,Florida SBA,2020-Q2,2025-02-19
"Oaktree Opportunities Fund IX, L.P.",2011,100000000.0,100000000.0,47895431.0,63416072.0,1.11,0.021,Florida SBA,2020-Q2,2025-02-19
"Oaktree Opportunities Fund Xb, L.P.",2014,200000000.0,80000000.0,0.0,78527678.0,0.98,-0.023,Florida SBA,2020-Q2,2025-02-19
"OCM Opportunities Fund VIIb, L.P.",2007,50000000.0,45000000.0,77828368.0,90091.0,1.73,0.1639999999999999,Florida SBA,2020-Q2,2025-02-19
"OCM Opportunities Fund VIIIb, L.P.",2010,50000000.0,50000000.0,51000511.0,12991139.0,1.28,0.049,Florida SBA,2020-Q2,2025-02-19
"Orion Fund I, L.P.",2012,100000000.0,104045591.0,64213305.0,38465706.0,0.99,-0.003,Florida SBA,2020-Q2,2025-02-19
Orion Mine Finance Fund II,2016,100000000.0,105742469.0,42215955.0,97106329.0,1.32,0.174,Florida SBA,2020-Q2,2025-02-19
Orion Mine Finance Co-Fund II LP,2017,50000000.0,22131843.0,978723.0,33738096.0,1.57,0.297,Florida SBA,2020-Q2,2025-02-19
PAG Loan Fund IV L.P.,2019,150000000.0,40304513.0,14998855.0,27209044.0,1.05,,Florida SBA,2020-Q2,2025-02-19
"Patria Infrastructure Fund IV, L.P.",2017,100000000.0,571854.0,0.0,1.0,0.0,,Florida SBA,2020-Q2,2025-02-19
"PCG Special Situation Fund, L.P.",2003,150000000.0,138966409.0,218396186.0,158938.0,1.57,0.066,Florida SBA,2020-Q2,2025-02-19
"Primary Wave Music IP Fund I, LP",2016,75000000.0,83765889.0,17056966.0,76842656.0,1.12,0.086,Florida SBA,2020-Q2,2025-02-19
"Primary Wave Music IP Fund 2, LP",2019,150000000.0,24754459.0,0.0,24717377.0,1.0,,Florida SBA,2020-Q2,2025-02-19
"Providence TMT Special Situations Fund, L.P.",2008,150000000.0,131636387.0,232191368.0,1240477.0,1.77,0.144,Florida SBA,2020-Q2,2025-02-19
"Providence TMT Debt Opportunity Fund II, L.P.",2010,100000000.0,97290863.0,145485418.0,,1.5,0.107,Florida SBA,2020-Q2,2025-02-19
Providence Debt Fund III L.P.,2013,150000000.0,164829104.0,115670968.0,85025226.0,1.22,0.057,Florida SBA,2020-Q2,2025-02-19
SASOF V LP,2019,150000000.0,1524736.0,0.0,906812.0,0.59,,Florida SBA,2020-Q2,2025-02-19
SBAF Mortgage Fund,2009,650000000.0,614691649.0,693730360.0,61022387.0,1.23,0.086,Florida SBA,2020-Q2,2025-02-19
"Sciens Aviation Special Opportunities Fund III, L.P.",2014,85300000.0,103527304.0,112286708.0,12204867.0,1.2,0.145,Florida SBA,2020-Q2,2025-02-19
"Sciens Aviation Special Opportunities Fund IV, L.P.",2017,150000000.0,109317408.0,36972005.0,64988810.0,0.93,-0.071,Florida SBA,2020-Q2,2025-02-19
"Silver Lake Waterman Fund III, L.P.",2018,150000000.0,36386471.0,23724819.0,10570632.0,0.94,,Florida SBA,2020-Q2,2025-02-19
"Sprott Private Resource Lending (US), LP",2014,100000000.0,74977991.0,65942168.0,21945014.0,1.17,0.1119999999999999,Florida SBA,2020-Q2,2025-02-19
"Sprott Private Resource Lending II (US), LP",2018,150000000.0,59852573.0,8618912.0,57349845.0,1.1,0.288,Florida SBA,2020-Q2,2025-02-19
"Square Mile Partners III, L.P.",2008,100000000.0,113222358.0,152584591.0,391514.0,1.35,0.105,Florida SBA,2020-Q2,2025-02-19
"TCW/Crescent Mezzanine Partners V, L.P.",2007,150000000.0,151650731.0,198026969.0,6066073.0,1.35,0.1009999999999999,Florida SBA,2020-Q2,2025-02-19
"TCW/Crescent Mezzanine Partners VI, L.P.",2011,150000000.0,145386745.0,144875045.0,44548003.0,1.3,0.0819999999999999,Florida SBA,2020-Q2,2025-02-19
"TCW/Crescent Mezzanine Partners VII, L.P.",2015,150000000.0,116825945.0,43423711.0,86091148.0,1.11,0.081,Florida SBA,2020-Q2,2025-02-19
"TPG - TAC 2007, L.P.",2007,275751989.0,261887779.0,277988555.0,,1.06,0.021,Florida SBA,2020-Q2,2025-02-19
TSSP Adjacent Opportunities Fund,2013,200000000.0,306211557.0,197593117.0,158903973.0,1.16,0.092,Florida SBA,2020-Q2,2025-02-19
"Tricon IX, L.P.",2007,105000000.0,104212679.0,152792799.0,18001945.0,1.64,0.096,Florida SBA,2020-Q2,2025-02-19
Tricon XI L.P.,2012,100000000.0,89016230.0,80580853.0,11919533.0,1.04,0.01,Florida SBA,2020-Q2,2025-02-19
"TriGate Property Partners II, L.P.",2012,50000000.0,37532520.0,40951525.0,16728463.0,1.54,0.1159999999999999,Florida SBA,2020-Q2,2025-02-19
"TriGate Property Partners III, L.P.",2015,75000000.0,63031976.0,16928558.0,52137704.0,1.1,0.065,Florida SBA,2020-Q2,2025-02-19
"TriGate Property Partners IV, L.P.",2019,150000000.0,1055556.0,70572.0,1.0,0.07,,Florida SBA,2020-Q2,2025-02-19
"Varde Partners Fund X, L.P.",2009,100000000.0,100000000.0,165460155.0,14129867.0,1.8,0.106,Florida SBA,2020-Q2,2025-02-19
"Varde Fund XI, L.P.",2013,200000000.0,200000000.0,155454876.0,122242136.0,1.39,0.06,Florida SBA,2020-Q2,2025-02-19
The Varde Fund XII-C,2016,200000000.0,200000000.0,0.0,217749576.0,1.09,0.0279999999999999,Florida SBA,2020-Q2,2025-02-19
"Vine Media Opportunities - Fund III, L.P.",2013,100000000.0,92942494.0,27135184.0,59864723.0,0.94,-0.017,Florida SBA,2020-Q2,2025-02-19
"Vine Media Opportunities Fund IV, L.P.",2017,100000000.0,132152227.0,114491942.0,19648635.0,1.02,0.059,Florida SBA,2020-Q2,2025-02-19
"VSS Structured Capital II, L.P.",2008,75000000.0,76684958.0,146422357.0,7429440.0,2.01,0.247,Florida SBA,2020-Q2,2025-02-19
"Wayzata Opportunities Fund II, L.P. 2",2007,50000000.0,0.0,50677959.0,852888.0,,0.165,Florida SBA,2020-Q2,2025-02-19
"Wayzata Opportunities Fund III, L.P.",2009,150000000.0,68415000.0,38931853.0,25646130.0,0.94,-0.016,Florida SBA,2020-Q2,2025-02-19
"WestRiver Innovation Lending Fund VIII, LP",2018,150000000.0,129516236.0,47726266.0,91256108.0,1.07,,Florida SBA,2020-Q2,2025-02-19
